"Cmd.","Sub cmd.","Data","Description"
"1A","05,0176","00 to 03","SET > Display > Display Unit > Wind Speed (00=m/s, 01=km/h, 02=mph, 03=knots)"
"1A","05,0177","00 or 01","SET > Display > Display Language (00=English, 01=Japanese)"
"1A","05,0178","00 or 01","SET > Display > System Language (00=English, 01=Japanese)"
"1A","05,0179","20000101 ~ 20991231","SET > Time Set > Date/Time > Date (20000101=2000/01/01 to 20991231=2099/12/31)"
"1A","05,0180","0000 ~ 2359","SET > Time Set > Date/Time > Time (0000=00:00 to 2359=23:59)"
"1A","05,0181","00 or 01","SET > Time Set > Date/Time > NTP Function (00=OFF, 01=ON)"
"1A","05,0182","See p. 15","SET > Time Set > Date/Time > NTP Server Address"
"1A","05,0183","00 or 01","SET > Time Set > Date/Time > GPS Time Correct"
"1A","05,0184","See p. 16","SET > Time Set > UTC Offset"
"1A","05,0185","00 to 02","SET > SD Card > Import/Export > CSV Format > Separator/Decimal"
"1A","05,0186","00 to 02","SET > SD Card > Import/Export > CSV Format > Date"
"1A","05,0187","00 or 01","SCOPE > Scope during Tx (CENTER TYPE) (00=OFF, 01=ON)"
"1A","05,0188","00 to 02","SCOPE > Max Hold (00=OFF, 01=10s Hold, 02=ON)"
"1A","05,0189","00 ~ 02","SCOPE > CENTER Type Display ( 00=Filter center, 01=Carrier point center, 02=Carrier point center)"
"1A","05,0190","00 or 01","SCOPE > Marker Position (Fix Type) (00=Filter center, 01 Carrier point)"
"1A","05,0191","See p. 16","SCOPE > VBW"
"1A","05,0192","00 to 03","SCOPE > Averaging (00=OFF, 01=2, 02=3, 03=4)"
"1A","05,0193","00 or 01","SCOPE > Waveform Type (00=Fill, 01=Fill+Line)"
"1A","05,0194","See p. 16","SCOPE > Waveform Color (Current)"
"1A","05,0195","See p. 16","SCOPE > Waveform Color (Line)"
"1A","05,0196","See p. 16","SCOPE > Waveform Color (Max Hold)"
"1A","05,0197","00 or 01","SCOPE > Waterfall Display (00=OFF, 01=ON)"
"1A","05,0198","00 to 02","SCOPE > Waterfall Speed (00=Slow, 01=Mid, 02=Fast)"
"1A","05,0199","00 to 02","SCOPE > Waterfall Size (Expand Screen) (00=Small, 01=Mid, 02=Large)"
"1A","05,0200","00 to 07","SCOPE > Waterfall Peak Color Level (00=Grid 1 to 07=Grid 8)"
"1A","05,0201","00 or 01","SCOPE > Waterfall Marker Auto-hide (00=OFF, 01=ON)"
"1A","05,0202","See p. 17","SCOPE > Fixed Edges > 144M > No.1:"
"1A","05,0203","See p. 17","SCOPE > Fixed Edges > 144M > No.2:"
"1A","05,0204","See p. 17","SCOPE > Fixed Edges > 144M > No.3:"
"1A","05,0205","See p. 17","SCOPE > Fixed Edges > 430M > No.1:"
"1A","05,0206","See p. 17","SCOPE > Fixed Edges > 430M > No.2:"
"1A","05,0207","See p. 17","SCOPE > Fixed Edges > 430M > No.3:"
"1A","05,0208","See p. 17","SCOPE > Fixed Edges > 1200M > No.1:"
"1A","05,0209","See p. 17","SCOPE > Fixed Edges > 1200M > No.2:"
"1A","05,0210","See p. 17","SCOPE > Fixed Edges > 1200M > No.3:"
"1A","05,0211","00 or 01","AUDIO SCOPE SET >"
"1A","05,0212","See p. 16","AUDIO SCOPE SET > FFT Scope Waveform Color"
"1A","05,0213","00 or 01","AUDIO SCOPE SET > FFT Scope Waterfall Display"
"1A","05,0214","See p. 16","AUDIO SCOPE SET > Oscilloscope Waveform Color"
"1A","05,0215","0000 ~ 0255","VOICE TX > TX LEVEL (0000=0%, 0255=100%)"
"1A","05,0216","00 or 01","VOICE TX SET > Auto Monitor (00=OFF, 01=ON)"
"1A","05,0217","01 to 15","VOICE TX SET > Repeat Time (01=1 sec. to 15=15 sec.)"
"1A","05,0218","00 to 04","KEYER 001 > Number Style ( 00=Normal, 01=190→ANO, 02=190→ANT, 03=90→NO, 04=90→NT)"
"1A","05,0219","01 to 08","KEYER 001 > Count Up Trigger (01=M1 to 08=M8)"
"1A","05,0220","0001 to 9999","KEYER 001 > Present Number (0001=1 to 9999=9999)"
"1A","05,0221","0000 ~ 0255","CW-KEY SET > Side Tone Level (0000=0% to 0255=100%)"
"1A","05,0222","00 or 01","CW-KEY SET > Side Tone Level Limit (00=OFF, 01=ON)"
"1A","05,0223","01 to 60","CW-KEY SET > Keyer Repeat time (01=1 sec. to 60=60 sec.)"
"1A","05,0224","28 to 45","CW-KEY SET > Dot/Dash Ratio (28=1:1:2.8 to 45=1:1:4.5; 0.1 steps)"
"1A","05,0225","00 to 03","CW-KEY SET > Rise Time (00=2 msec., 01=4 msec., 02=6 msec., 03=8 msec.)"
"1A","05,0226","00 or 01","CW-KEY SET > Paddle Polarity (00=Normal, 01=Reverse)"
"1A","05,0227","00 to 02","CW-KEY SET > Key Type (00=Straight, 01=Bug, 02=Paddle)"
"1A","05,0228","00 or 01","CW-KEY SET > MIC Up/Down Keyer (00=OFF, 01=ON)"
"1A","05,0229","00 to 03","RTTY DECODE SET > FFT Scope Averaging (00=OFF, 01=2, 02=3, 03=4)"
"1A","05,0230","See p. 16","RTTY DECODE SET > FFT Scope Waveform Color"
"1A","05,0231","00 or 01","RTTY DECODE SET > Decode USOS (00=OFF, 01=ON)"
"1A","05,0232","00 or 01","RTTY DECODE SET > Decode New Line Code"
"1A","05,0233","00 or 01","RTTY DECODE SET > TX USOS (00=OFF, 01=ON)"
"1A","05,0234","00 or 01","RTTY DECODE SET > Displayed Characters during Tx (Satellite)"
"1A","05,0235","See p. 16","RTTY DECODE SET > Font Color (Receive)"
"1A","05,0236","See p. 16","RTTY DECODE SET > Font Color (Transmit)"
"1A","05,0237","00 or 01","RTTY DECODE LOG > Decode Log (00=OFF, 01=ON)"
"1A","05,0238","00 or 01","RTTY DECODE LOG > Log Set > File Type (00=Text, 01=HTML)"
"1A","05,0239","00 or 01","RTTY DECODE SET > Log Set > Time Stamp"
"1A","05,0240","00 or 01","RTTY DECODE SET > Log Set > Time Stamp (Time)"
"1A","05,0241","00 or 01","RTTY DECODE SET > Log Set >"
"1A","05,0242","00 or 01","QSO RECORDER > Recorder Set > TX REC Audio"
"1A","05,0243","00 or 01","QSO RECORDER > Recorder Set > RX REC Condition"
"1A","05,0244","00 or 01","QSO RECORDER > Recorder Set > File Split"
"1A","05,0245","00 or 01","QSO RECORDER > Recorder Set > REC Operation"
"1A","05,0246","00 or 01","QSO RECORDER > Recorder Set > PTT Auto REC"
"1A","05,0247","00 to 03","QSO RECORDER > Recorder Set > PRE-REC for PTT Auto REC"
"1A","05,0248","00 to 03","QSO RECORDER > Player Set > Skip Time (00=3 sec., 01=5 sec., 02=10 sec., 03=30 sec.)"
"1A","05,0249","00 or 01","SCAN SET > SCAN Speed (00=Slow, 01=Fast)"
"1A","05,0250","00 or 01","SCAN SET > SCAN Resume (00=OFF, 01=ON)"
"1A","05,0251","00 to 10","SCAN SET > Pause Timer ( 00=2 sec. to 09=20 sec.; 2 sec. steps, 10=HOLD)"
"1A","05,0252","00 to 06","SCAN SET > Resume Timer (00=0 sec. to 05=5 sec., 06=HOLD)"
"1A","05,0253","00 to 04","SCAN SET > Temporary Skip Timer ( 00=5 min., 01=10 min., 02=15 min., 03=While Scanning, 04=While Powered ON)"
"1A","05,0254","00 or 01","SCAN SET > MAIN DIAL Operation (SCAN) (00=OFF, 01=Up/Down)"
"1A","05,0255","00 to 02","GPS > GPS Set > GPS Select (00=OFF, 01=External GPS, 02=Manual)"
"1A","05,0256","00 or 01","GPS > GPS Set > GPS Receiver Baud Rate ( 00=4800bps, 01=9600bps)"
"1A","05,0257","See p. 17","GPS > GPS Set > Manual Position"
"1A","05,0258","00 to 02","GPS > GPS TX Mode (00=OFF, 01=D-PRS, 02=NMEA)"
"1A","05,0259","See p. 17","GPS > GPS TX Mode > D-PRS > Unproto Address (Up to 56 characters)"
"1A","05,0260","00 to 03","GPS > GPS TX Mode > D-PRS > TX Format ( 00=Position, 01=Object, 02=Item, 03=Weather)"
"1A","05,0261","00 to 04","GPS > GPS TX Mode > D-PRS > TX Format > Position > Symbol"
"1A","05,0262","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position >"
"1A","05,0263","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position >"
"1A","05,0264","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position >"
"1A","05,0265","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position >"
"1A","05,0266","00 to 42","GPS > GPS TX Mode > D-PRS > TX Format > Position > SSID"
"1A","05,0267","00 to 03","GPS > GPS TX Mode > D-PRS > TX Format > Position > Comment"
"1A","05,0268","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position > Comment 1 (Up to 43 characters)"
"1A","05,0269","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position > Comment 2 (Up to 43 characters)"
"1A","05,0270","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position > Comment 3 (Up to 43 characters)"
"1A","05,0271","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Position > Comment 4 (Up to 43 characters)"
"1A","05,0272","00 to 02","GPS > GPS TX Mode > D-PRS > TX Format > Position > Time Stamp"
"1A","05,0273","00 or 01","GPS > GPS TX Mode > D-PRS > TX Format > Position > Altitude"
"1A","05,0274","00 to 02","GPS > GPS TX Mode > D-PRS > TX Format > Position > Data Extension"
"1A","05,0275","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Position > Power"
"1A","05,0276","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Position > Height"
"1A","05,0277","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Position > Gain"
"1A","05,0278","00 to 08","GPS > GPS TX Mode > D-PRS > TX Format > Position > Directivity"
"1A","05,0279","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Object > Object Name (Up to 9 characters)"
"1A","05,0280","00 or 01","GPS > GPS TX Mode > D-PRS > TX Format > Object > Data Type"
"1A","05,0281","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Object > Symbol (2 characters)"
"1A","05,0282","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Object > Comment (Up to 43 characters)"
"1A","05,0283","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Object > Position"
"1A","05,0284","00 to 02","GPS > GPS TX Mode > D-PRS > TX Format > Object > Data Extension"
"1A","05,0285","000 to 360","GPS > GPS TX Mode > D-PRS > TX Format > Object > Course (0º to 360º; 1 degree steps)"
"1A","05,0286","00 to 1850","GPS > GPS TX Mode > D-PRS > TX Format > Object > Speed (0 km/h to 1850 km/h)"
"1A","05,0287","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Object > Power"
"1A","05,0288","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Object > Height"
"1A","05,0289","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Object > Gain"
"1A","05,0290","00 to 08","GPS > GPS TX Mode > D-PRS > TX Format > Object > Directivity"
"1A","05,0291","00 to 42","GPS > GPS TX Mode > D-PRS > TX Format > Object > SSID"
"1A","05,0292","00 or 01","GPS > GPS TX Mode > D-PRS > TX Format > Object > Time Stamp"
"1A","05,0293","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Item > Item Name (Up to 9 characters)"
"1A","05,0294","00 or 01","GPS > GPS TX Mode > D-PRS > TX Format > Item > Data Type"
"1A","05,0295","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Item > Symbol (2 characters)"
"1A","05,0296","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Item > Comment (Up to 43 characters)"
"1A","05,0297","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Item > Position"
"1A","05,0298","00 to 02","GPS > GPS TX Mode > D-PRS > TX Format > Item > Data Extension"
"1A","05,0299","000 to 360","GPS > GPS TX Mode > D-PRS > TX Format > Item > Course (0º to 360º; 1 degree steps)"
"1A","05,0300","00 to 1850","GPS > GPS TX Mode > D-PRS > TX Format > Item > Speed (0 km/h to 1850 km/h)"
"1A","05,0301","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Item > Power"
"1A","05,0302","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Item > Height"
"1A","05,0303","00 to 09","GPS > GPS TX Mode > D-PRS > TX Format > Item > Gain"
"1A","05,0304","00 to 08","GPS > GPS TX Mode > D-PRS > TX Format > Item > Directivity"
"1A","05,0305","00 to 42","GPS > GPS TX Mode > D-PRS > TX Format > Item > SSID"
"1A","05,0306","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Weather > Symbol (2 characters)"
"1A","05,0307","00 to 42","GPS > GPS TX Mode > D-PRS > TX Format > Weather > SSID"
"1A","05,0308","See p. 17","GPS > GPS TX Mode > D-PRS > TX Format > Weather > Comment (Up to 43 characters)"
"1A","05,0309","00 to 02","GPS > GPS TX Mode > D-PRS > TX Format > Weather > Time Stamp"
"1A","05,0310","00 or 01","GPS > GPS TX Mode > NMEA > GPS Sentence (RMC) (00=OFF, 01=ON)"
"1A","05,0311","00 or 01","GPS > GPS TX Mode > NMEA > GPS Sentence (CGA) (00=OFF, 01=ON)"
"1A","05,0312","00 or 01","GPS > GPS TX Mode > NMEA > GPS Sentence (GLL) (00=OFF, 01=ON)"
"1A","05,0313","00 or 01","GPS > GPS TX Mode > NMEA > GPS Sentence (GSA) (00=OFF, 01=ON)"
"1A","05,0314","00 or 01","GPS > GPS TX Mode > NMEA > GPS Sentence (VTG) (00=OFF, 01=ON)"
"1A","05,0315","00 or 01","GPS > GPS TX Mode > NMEA > GPS Sentence (GSV) (00=OFF, 01=ON)"
"1A","05,0316","See p. 17","GPS > GPS TX Mode > NMEA > GPS Message (Up to 20 characters)"
"1A","05,0317","See p. 17","GPS > GPS Alarm> Alarm Area (Group)"
"1A","05,0318","00 to 03","GPS > GPS Alarm> Alarm Area (RX/Memory) (00=Limited, 01=Extended, 02=Both)"
"1A","05,0319","00 to 08","GPS > GPS Auto TX 00=OFF, 01=5 sec., 02=10 sec., 03=30"
"1A","05,0320","00 to 03","DTMF SET > DTMF Speed ( 00=100ms, 01=200ms, 02=300ms, 03=500 ms)"
"1A","05,0321","0000 to 0255","Set the NB LEVEL (144 MHz) (0000=0% to 0255=100%)"
"1A","05,0322","00 to 09","Set the NB DEPTH (144 MHz) (00=1 to 09=10)"
"1A","05,0323","0000 to 0255","Set the NB WIDTH (144 MHz) (0000=1 to 0255=100)"
"1A","05,0324","0000 to 0255","Set the NB LEVEL (430 MHz) (0000=0% to 0255=100%)"
"1A","05,0325","00 to 09","Set the NB DEPTH (430 MHz) (00=1 to 09=10)"
"1A","05,0326","0000 to 0255","Set the NB WIDTH (430 MHz) (0000=1 to 0255=100)"
"1A","05,0327","0000 to 0255","Set the NB LEVEL (1200 MHz) (0000=0% to 0255=100%)"
"1A","05,0328","00 to 09","Set the NB DEPTH (1200 MHz) (00=1 to 09=10)"
"1A","05,0329","0000 to 0255","Set the NB WIDTH (1200 MHz) (0000=1 to 0255=100)"
"1A","05,0330","00 to 20","Set the VOX DELAY (00=0.0 sec. to 20=2.0 sec.; 0.1 sec steps)"
"1A","05,0331","00 to 03","Set the VOX voice delay (00=OFF, 01=Short, 02=Mid, 03=Long)"
"1A","05,0332","00 or 01","Set the TX PWR LIMIT (144M) function (00=OFF, 01=ON)"
"1A","05,0333","0000 to 0255","Set the TX PWR LIMIT (144M) (0000=1 to 0255=100)"
"1A","05,0334","00 or 01","Set the TX PWR LIMIT (430M) function (00=OFF, 01=ON)"
"1A","05,0335","0000 to 0255","Set the TX PWR LIMIT (430M) (0000=1 to 0255=100)"
"1A","05,0336","00 or 01","Set the TX PWR LIMIT (1200M) function (00=OFF, 01=ON)"
"1A","05,0337","0000 to 0255","Set the TX PWR LIMIT (1200M) (0000=1 to 0255=100)"
"1A","05,0338","00 or 01","Set the Received Call sign Display (“Name” or “Call Sign”)"
"1A","05,0339","00 to 02","Set the Compass Direction ( 00=Heading Up, 01=North Up, 02=South Up)"
"1A","05,0100","See p. 21","Output DV RX GPS/D-PRS Position for transceive"
"1A","05,0101","See p. 21","Output DV RX D-PRS Object status for transceive"
"1A","05,0102","See p. 21","Output DV RX D-PRS Item status for transceive"
"1A","05,0103","See p. 21","Output DV RX D-PRS Weather status for transceive"
"1A","06","See p. 17","DATA mode with filter set"
"1A","07","See p. 18","Set the Satellite memory contents"
"1A","08","00 or 01","NTP server access (00=Terminate, 01=Initiate)"
"1A","09","","Read NTP server access result"
"1A","0A","00 or 01","Read the OVF indicator status (00=OFF, 01=ON)"
"1B","00","See p. 19","Send/read the Repeater tone frequency"
"1B","01","See p. 19","Send/read the TSQL tone frequency"
"1B","02","See p. 19","Send/read the DTCS code and polarity"
"1B","07","See p. 19","Send/read the CSQL code (DV mode)"
"1C","00","00 or 01","Send/read the transceiver's status (00=RX, 01=TX)"
"1C","02","00 or 01","Send/read the Transmit frequency monitor (XFC) (00=OFF, 01=ON)"
"1C","03","See p. 13","Read the transmit frequency"
"1E","00","","Read number of available TX frequency band"
"1E","01","See p. 13","Read TX band edge frequencies"
"1E","02","","Read number of user-set TX frequency band"
"1E","03","See p. 13","Set the user-set TX band edge frequencies"
"1F","00","See p. 19","SET > My Station > My Call Sign (DV)"
"1F","01","See p. 19","SET > Display > TX Call Sign Display"
"1F","02","See p. 19","SET > My Station > TX Message (DV)"
"20","00,00","00 or 01","Send/read the Auto DV RX Call signs output (00=OFF, 01=ON)"
"20","00,01","See p. 20","Output DV RX Call signs for transceive"
"20","00,02","","Read Auto DV RX Call signs"
"20","01,00","00 or 01","Send/read the Auto DV RX message output (00=OFF, 01=ON)"
"20","01,01","See p. 20","Output DV RX message for transceive"
"20","01,02","","Read Auto DV RX message"
"20","02,00","00 or 01","Send/read the Auto DV RX status output (00=OFF, 01=ON)"
"20","02,01","See p. 20","Output DV RX status for transceive"
"20","02,02","","Read Auto DV RX status"
"20","03,00","00 or 01","Send/read the Auto DV RX GPS/D-PRS data output (00=OFF, 01=ON)"
"20","03,0100","See p. 21","Output DV RX GPS/D-PRS Position for transceive"
"20","03,0101","See p. 21","Output DV RX D-PRS Object status for transceive"
"20","03,0102","See p. 21","Output DV RX D-PRS Item status for transceive"
"20","03,0103","See p. 21","Output DV RX D-PRS Weather status for transceive"
"20","03,0200","","Read Auto DV RX GPS/D-PRS Position status"
"20","03,0201","","Read Auto DV RX D-PRS Object status"
"20","03,0202","","Read Auto DV RX D-PRS Item status"
"20","03,0203","","Read Auto DV RX D-PRS Weather status"
"20","04,00","00 or 01","Send/read Auto DV RX GPS/D-PRS message output (00=OFF, 01=ON)"
"20","04,01","See p. 22","Output DV RX D-PRS message for transceive"
"20","04,02","","Read Auto DV RX D-PRS message status"
"21","00","See p. 23","RIT frequency"
"21","01","00 or 01","RIT setting (00=OFF, 01=ON)"
"22","00","See p. 23","Set the DV TX data (Up to 30 byte)"
"22","01,00","00 or 01","Set the Auto DV RX data output"
"22","01,01","See p. 23","Set the DV RX data for transceive (Up to 30 byte)"
"22","02","00 or 01","SET > DV/DD Set > DV Data TX (00=PTT, 01=Auto)"
"22","03","00 or 01","SET > DV/DD Set > DV Fast Data > Fast Data (00=OFF, 01=ON)"
"22","04","00 or 01","SET > DV/DD Set > DV Fast Data > GPS Data Speed (00=Slow, 01=Fast)"
"22","05","00 to 10","SET > DV/DD Set > DV Fast Data > TX Delay (PTT) (00=OFF, 01=1 sec. to 10=10 sec.)"
"23","00","","Read the position status"
"23","01","00, 02, 03","GPS > GPS Set > GPS Select (00=OFF, 02=External GPS, 03=Manual)"
"23","02","See p. 17","GPS > GPS Set > Manual Position"
"24","00,00","00 or 01","Send/read TX output power setting (00=OFF, 01=ON)"
"24","00,01","00 or 01","Set the TX output power for transceive (00=OFF, 01=ON)"
"25","","See p. 23","Set the selected or unselected VFO frequency (Only MAIN band)"
"26","","See p. 23","Set the selected or unselected VFO's operating mode and filter (Only MAIN band)"
"27","00","See p. 24","Read the Scope waveform data ( Only when ""Scope ON/OFF status"" (Command: 27 10) and ""Scope data output"" (Command: 27 11) are set to ""ON,"" outputs the waveform data to the controller.)"
"27","10","00 or 01","Send/read the Scope ON/OFF status (00=OFF, 01=ON)"
"27","11","00 or 01","Send/read the Scope wave data output (00=OFF, 01=ON)"
"27","12","00 or 01","Send/read the Main or Sub scope setting (00=Main, 01=Sub)"
"27","14","See p. 24","Send/read the Scope Center mode or Fixed mode setting"
"27","15","See p. 24","Send/read the Span setting in the Center mode Scope"
"27","16","See p. 24","Send/read the Edge number setting in the Fixed mode Scope"
"27","17","See p. 24","Send/read the Scope hold function ON/OFF status"
"27","19","See p. 24","Send/read the Scope Reference level setting"
"27","1A","See p. 25","Send/read the Sweep speed setting"
"27","1B","00 or 01","SCOPE > Scope during Tx (CENTER TYPE) (00=OFF, 01=ON)"
"27","1C","00 to 02","SCOPE > CENTER Type Display (00=Filter center, 01=Carrier point center, 02=Carrier point center (Abs. Freq.))"
"27","1D","See p. 16","Send/read the Scope VBW setting"
"27","1E","See p. 25","Send/read the Scope Fixed edge frequencies"
"28","00","00 to 08","Voice TX Memory (00=Stop, 01=T1 to 08=T8)"
